"Area name","Area code","Area type","Specimen date","Daily lab-confirmed cases","Cumulative lab-confirmed cases"
"Southwark","E09000028","Upper tier local authority","2020-04-06",39,790
"Lambeth","E09000022","Upper tier local authority","2020-04-06",41,767
"Reading","E06000038","Upper tier local authority","2020-04-06",4,138
"Sheffield","E08000019","Upper tier local authority","2020-04-06",64,1096
"Slough","E06000039","Upper tier local authority","2020-04-06",9,181
"East Sussex","E10000011","Upper tier local authority","2020-04-06",19,246
"Norfolk","E10000020","Upper tier local authority","2020-04-06",47,434
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-06",19,317
"Knowsley","E08000011","Upper tier local authority","2020-04-06",31,219
"Wiltshire","E06000054","Upper tier local authority","2020-04-06",13,193
"Derby","E06000015","Upper tier local authority","2020-04-06",2,304
"Torbay","E06000027","Upper tier local authority","2020-04-06",2,63
"Haringey","E09000014","Upper tier local authority","2020-04-06",12,349
"Oxfordshire","E10000025","Upper tier local authority","2020-04-06",50,650
"Surrey","E10000030","Upper tier local authority","2020-04-07",117,1323
"Knowsley","E08000011","Upper tier local authority","2020-04-07",15,234
"Suffolk","E10000029","Upper tier local authority","2020-04-07",27,377
"Cambridgeshire","E10000003","Upper tier local authority","2020-04-07",26,343
"Leicester","E06000016","Upper tier local authority","2020-04-07",22,300
"North Somerset","E06000024","Upper tier local authority","2020-04-07",4,97
"Sefton","E08000014","Upper tier local authority","2020-04-07",38,395
"Northumberland","E06000057","Upper tier local authority","2020-04-07",30,287
"Bexley","E09000004","Upper tier local authority","2020-04-07",41,377
"Blackburn with Darwen","E06000008","Upper tier local authority","2020-04-07",13,116
"Wiltshire","E06000054","Upper tier local authority","2020-04-07",10,203
"Warwickshire","E10000031","Upper tier local authority","2020-04-07",37,559
"Lancashire","E10000017","Upper tier local authority","2020-04-07",105,1266
"Birmingham","E08000025","Upper tier local authority","2020-04-07",85,1655
"Islington","E09000019","Upper tier local authority","2020-04-07",12,301
"Kensington and Chelsea","E09000020","Upper tier local authority","2020-04-07",19,321
"Torbay","E06000027","Upper tier local authority","2020-04-07",6,69
"Central Bedfordshire","E06000056","Upper tier local authority","2020-04-07",18,239
"Portsmouth","E06000044","Upper tier local authority","2020-04-07",8,140
"Cheshire West and Chester","E06000050","Upper tier local authority","2020-04-07",30,343
"Redcar and Cleveland","E06000003","Upper tier local authority","2020-04-07",12,140
"Gloucestershire","E10000013","Upper tier local authority","2020-04-07",54,500
"Darlington","E06000005","Upper tier local authority","2020-04-07",11,87
"Wirral","E08000015","Upper tier local authority","2020-04-07",49,434
"Kent","E10000016","Upper tier local authority","2020-04-07",120,1323
"Haringey","E09000014","Upper tier local authority","2020-04-07",29,378
"Derbyshire","E10000007","Upper tier local authority","2020-04-07",35,631
"Stockton-on-Tees","E06000004","Upper tier local authority","2020-04-07",19,165
"Milton Keynes","E06000042","Upper tier local authority","2020-04-07",20,257
"Stockport","E08000007","Upper tier local authority","2020-04-07",28,374
"West Sussex","E10000032","Upper tier local authority","2020-04-07",55,531
"Redbridge","E09000026","Upper tier local authority","2020-04-07",47,430
"Bradford","E08000032","Upper tier local authority","2020-04-07",33,331
"Wandsworth","E09000032","Upper tier local authority","2020-04-07",26,661
"Halton","E06000006","Upper tier local authority","2020-04-07",12,159
"Hillingdon","E09000017","Upper tier local authority","2020-04-07",27,441
"East Riding of Yorkshire","E06000011","Upper tier local authority","2020-04-07",20,169
"Liverpool","E08000012","Upper tier local authority","2020-04-07",66,720
"Gateshead","E08000037","Upper tier local authority","2020-04-07",44,314
"Waltham Forest","E09000031","Upper tier local authority","2020-04-07",20,466
"Bath and North East Somerset","E06000022","Upper tier local authority","2020-04-07",7,89
"Windsor and Maidenhead","E06000040","Upper tier local authority","2020-04-07",10,133
"Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-04-07",19,172
"Herefordshire, County of","E06000019","Upper tier local authority","2020-04-07",3,86
"Nottingham","E06000018","Upper tier local authority","2020-04-07",22,254
"Norfolk","E10000020","Upper tier local authority","2020-04-07",51,485
"Wakefield","E08000036","Upper tier local authority","2020-04-07",23,257
"Telford and Wrekin","E06000020","Upper tier local authority","2020-04-07",12,116
"Reading","E06000038","Upper tier local authority","2020-04-07",13,151
"North Tyneside","E08000022","Upper tier local authority","2020-04-07",26,256
"Tameside","E08000008","Upper tier local authority","2020-04-07",10,229
"Worcestershire","E10000034","Upper tier local authority","2020-04-07",43,541
"Southwark","E09000028","Upper tier local authority","2020-04-07",47,837
"Southampton","E06000045","Upper tier local authority","2020-04-07",15,213
"Calderdale","E08000033","Upper tier local authority","2020-04-07",6,113
"Bracknell Forest","E06000036","Upper tier local authority","2020-04-07",11,94
"Somerset","E10000027","Upper tier local authority","2020-04-07",10,161
"Bedford","E06000055","Upper tier local authority","2020-04-07",16,173
"Manchester","E08000003","Upper tier local authority","2020-04-07",54,518
"Stoke-on-Trent","E06000021","Upper tier local authority","2020-04-07",11,136
"Hartlepool","E06000001","Upper tier local authority","2020-04-07",11,59
"Lincolnshire","E10000019","Upper tier local authority","2020-04-07",29,388
"Merton","E09000024","Upper tier local authority","2020-04-07",17,443
"Lambeth","E09000022","Upper tier local authority","2020-04-07",40,807
"Derby","E06000015","Upper tier local authority","2020-04-07",15,319
"Lewisham","E09000023","Upper tier local authority","2020-04-07",29,621
"Brent","E09000005","Upper tier local authority","2020-04-07",28,908
"Leicestershire","E10000018","Upper tier local authority","2020-04-07",20,444
"Tower Hamlets","E09000030","Upper tier local authority","2020-04-07",17,426
"Sutton","E09000029","Upper tier local authority","2020-04-07",29,367
"Hampshire","E10000014","Upper tier local authority","2020-04-07",115,1389
"Thurrock","E06000034","Upper tier local authority","2020-04-07",14,164
"Leeds","E08000035","Upper tier local authority","2020-04-07",65,502
"North West","E12000002","Region","2020-04-07",707,8651
"Trafford","E08000009","Upper tier local authority","2020-04-07",19,303
"Peterborough","E06000031","Upper tier local authority","2020-04-07",9,98
"Ealing","E09000009","Upper tier local authority","2020-04-07",44,632
"Essex","E10000012","Upper tier local authority","2020-04-07",91,1329
"Hackney","E09000012","Upper tier local authority","2020-04-07",27,442
"Richmond upon Thames","E09000027","Upper tier local authority","2020-04-07",14,254
"Rotherham","E08000018","Upper tier local authority","2020-04-07",21,288
"Hounslow","E09000018","Upper tier local authority","2020-04-07",23,421
"Newcastle upon Tyne","E08000021","Upper tier local authority","2020-04-07",40,470
"North East Lincolnshire","E06000012","Upper tier local authority","2020-04-07",3,61
"Doncaster","E08000017","Upper tier local authority","2020-04-07",8,187
"Nottinghamshire","E10000024","Upper tier local authority","2020-04-07",36,561
"Cumbria","E10000006","Upper tier local authority","2020-04-07",72,1044
"Dorset","E06000059","Upper tier local authority","2020-04-07",9,156
"Swindon","E06000030","Upper tier local authority","2020-04-07",17,121
"North Yorkshire","E10000023","Upper tier local authority","2020-04-07",32,378
"Coventry","E08000026","Upper tier local authority","2020-04-07",22,353
"St. Helens","E08000013","Upper tier local authority","2020-04-07",28,326
"Camden","E09000007","Upper tier local authority","2020-04-07",19,381
"South East","E12000008","Region","2020-04-07",715,7991
"County Durham","E06000047","Upper tier local authority","2020-04-07",63,479
"Brighton and Hove","E06000043","Upper tier local authority","2020-04-07",16,186
"Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-04-07",12,83
"Westminster","E09000033","Upper tier local authority","2020-04-07",15,446
"East Midlands","E12000004","Region","2020-04-07",203,3521
"London","E12000007","Region","2020-04-07",908,16078
"Rochdale","E08000005","Upper tier local authority","2020-04-07",13,219
"South West","E12000009","Region","2020-04-07",213,2662
"Kirklees","E08000034","Upper tier local authority","2020-04-07",26,274
"Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-04-07",14,241
"Yorkshire and The Humber","E12000003","Region","2020-04-07",338,4241
"Buckinghamshire","E10000002","Upper tier local authority","2020-04-07",37,419
"East of England","E12000006","Region","2020-04-07",378,4963
"Barking and Dagenham","E09000002","Upper tier local authority","2020-04-07",22,277
"Solihull","E08000029","Upper tier local authority","2020-04-07",19,292
"Dudley","E08000027","Upper tier local authority","2020-04-07",19,386
"West Midlands","E12000005","Region","2020-04-07",393,6411
"Enfield","E09000010","Upper tier local authority","2020-04-07",33,466
"Sheffield","E08000019","Upper tier local authority","2020-04-07",50,1146
"South Tyneside","E08000023","Upper tier local authority","2020-04-07",19,168
"Devon","E10000008","Upper tier local authority","2020-04-07",25,311
"Luton","E06000032","Upper tier local authority","2020-04-07",30,308
"Warrington","E06000007","Upper tier local authority","2020-04-07",30,244
"Croydon","E09000008","Upper tier local authority","2020-04-07",45,866
"Oldham","E08000004","Upper tier local authority","2020-04-07",20,281
"Harrow","E09000015","Upper tier local authority","2020-04-07",30,575
"North Lincolnshire","E06000013","Upper tier local authority","2020-04-07",5,75
"Barnet","E09000003","Upper tier local authority","2020-04-07",44,849
"Hertfordshire","E10000015","Upper tier local authority","2020-04-07",78,1252
"Greenwich","E09000011","Upper tier local authority","2020-04-07",15,412
"Southend-on-Sea","E06000033","Upper tier local authority","2020-04-07",18,195
"Wolverhampton","E08000031","Upper tier local authority","2020-04-07",15,374
"Sunderland","E08000024","Upper tier local authority","2020-04-07",49,495
"Salford","E08000006","Upper tier local authority","2020-04-07",10,314
"West Berkshire","E06000037","Upper tier local authority","2020-04-07",11,137
"Middlesbrough","E06000002","Upper tier local authority","2020-04-07",24,233
"Blackpool","E06000009","Upper tier local authority","2020-04-07",10,108
"Walsall","E08000030","Upper tier local authority","2020-04-07",33,493
"Bristol, City of","E06000023","Upper tier local authority","2020-04-07",21,261
"Wigan","E08000010","Upper tier local authority","2020-04-07",24,254
"Northamptonshire","E10000021","Upper tier local authority","2020-04-07",24,616
"Shropshire","E06000051","Upper tier local authority","2020-04-07",9,200
"Plymouth","E06000026","Upper tier local authority","2020-04-07",8,116
"Cheshire East","E06000049","Upper tier local authority","2020-04-07",28,308
"Bromley","E09000006","Upper tier local authority","2020-04-07",36,660
"Sandwell","E08000028","Upper tier local authority","2020-04-07",28,471
"Bury","E08000002","Upper tier local authority","2020-04-07",12,193
"Barnsley","E08000016","Upper tier local authority","2020-04-07",21,276
"Medway","E06000035","Upper tier local authority","2020-04-07",37,318
"Kingston upon Thames","E09000021","Upper tier local authority","2020-04-07",18,247
"Hammersmith and Fulham","E09000013","Upper tier local authority","2020-04-07",22,343
"York","E06000014","Upper tier local authority","2020-04-07",13,101
"East Sussex","E10000011","Upper tier local authority","2020-04-07",28,274
"North East","E12000001","Region","2020-04-07",348,3153
"Staffordshire","E10000028","Upper tier local authority","2020-04-07",57,749
"Newham","E09000025","Upper tier local authority","2020-04-07",40,649
"Bolton","E08000001","Upper tier local authority","2020-04-07",21,269
"South Gloucestershire","E06000025","Upper tier local authority","2020-04-07",9,165
"Wokingham","E06000041","Upper tier local authority","2020-04-07",10,143
"Havering","E09000016","Upper tier local authority","2020-04-07",33,363
"Isle of Wight","E06000046","Upper tier local authority","2020-04-07",2,39
"England","E92000001","Country","2020-04-07",4426,59848
"Oxfordshire","E10000025","Upper tier local authority","2020-04-07",72,722
"Slough","E06000039","Upper tier local authority","2020-04-07",18,199
"Calderdale","E08000033","Upper tier local authority","2020-04-08",9,122
"Redbridge","E09000026","Upper tier local authority","2020-04-08",29,459
"Oxfordshire","E10000025","Upper tier local authority","2020-04-08",63,785
"East Sussex","E10000011","Upper tier local authority","2020-04-08",18,292
"Bexley","E09000004","Upper tier local authority","2020-04-08",16,393
"West Berkshire","E06000037","Upper tier local authority","2020-04-08",5,142
